% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
288177 +9.067307355e-01 +9.067307355e-01 +4.676730736e+00 +3.770000000e+00 +2.9272e+00 -2.0588e+00 -3.1892e+00 +2.8135e+00 -3.4083e+00 +3.0748e+00 +2.0988e+00 +1.3737e+00 -3.6955e+00 -6.2857e-01 +2.6240e+00 +2.6599e+00 -7.2518e-01 -3.9980e+00 -3.1061e+00 +2.6277e+00 -2.8686e-01 -2.0548e+00 +1.9552e+00 +1.9390e+00
321222 +5.863805103e-01 +5.863805103e-01 +4.356380510e+00 +3.770000000e+00 +2.9460e+00 -2.0359e+00 -3.1704e+00 +2.8056e+00 -3.3996e+00 +3.0733e+00 +2.0923e+00 +1.4085e+00 -3.6983e+00 -6.2105e-01 +2.6130e+00 +2.6554e+00 -7.1000e-01 -3.9909e+00 -3.1199e+00 +2.6208e+00 -2.8217e-01 -2.0570e+00 +1.9580e+00 +1.9365e+00
360501 +3.553099010e-01 +3.553099010e-01 +4.125309901e+00 +3.770000000e+00 +2.9443e+00 -2.0359e+00 -3.1615e+00 +2.8083e+00 -3.4132e+00 +3.0628e+00 +2.0947e+00 +1.3803e+00 -3.7106e+00 -6.3072e-01 +2.6223e+00 +2.6621e+00 -7.2378e-01 -3.9928e+00 -3.1174e+00 +2.6162e+00 -2.8189e-01 -2.0514e+00 +1.9522e+00 +1.9378e+00
395084 +2.457295174e-01 +2.457295174e-01 +4.015729517e+00 +3.770000000e+00 +2.9460e+00 -2.0359e+00 -3.1704e+00 +2.8056e+00 -3.4083e+00 +3.0748e+00 +2.0988e+00 +1.3795e+00 -3.7110e+00 -6.2056e-01 +2.6240e+00 +2.6599e+00 -7.2518e-01 -3.9808e+00 -3.1061e+00 +2.6233e+00 -2.8686e-01 -2.0548e+00 +1.9552e+00 +1.9390e+00
479943 +1.581276156e-01 +1.581276156e-01 +3.928127616e+00 +3.770000000e+00 +2.9460e+00 -2.0359e+00 -3.1603e+00 +2.8056e+00 -3.4178e+00 +3.0694e+00 +2.0923e+00 +1.3922e+00 -3.7022e+00 -6.2105e-01 +2.6223e+00 +2.6594e+00 -7.2016e-01 -3.9909e+00 -3.1062e+00 +2.6208e+00 -2.8217e-01 -2.0570e+00 +1.9559e+00 +1.9365e+00
493711 +9.819020931e-02 +9.819020931e-02 +3.868190209e+00 +3.770000000e+00 +2.9374e+00 -2.0359e+00 -3.1603e+00 +2.8056e+00 -3.4081e+00 +3.0661e+00 +2.0908e+00 +1.3868e+00 -3.7101e+00 -6.2068e-01 +2.6240e+00 +2.6630e+00 -7.2148e-01 -3.9856e+00 -3.1077e+00 +2.6220e+00 -2.8686e-01 -2.0561e+00 +1.9522e+00 +1.9408e+00
529017 +6.228747292e-02 +6.228747292e-02 +3.832287473e+00 +3.770000000e+00 +2.9397e+00 -2.0359e+00 -3.1569e+00 +2.8056e+00 -3.4114e+00 +3.0661e+00 +2.0958e+00 +1.3941e+00 -3.7101e+00 -6.2068e-01 +2.6240e+00 +2.6599e+00 -7.2518e-01 -3.9876e+00 -3.1111e+00 +2.6233e+00 -2.8686e-01 -2.0548e+00 +1.9552e+00 +1.9390e+00
532873 +3.756873584e-02 +3.756873584e-02 +3.807568736e+00 +3.770000000e+00 +2.9397e+00 -2.0359e+00 -3.1636e+00 +2.8056e+00 -3.4114e+00 +3.0639e+00 +2.0958e+00 +1.3941e+00 -3.7101e+00 -6.2068e-01 +2.6206e+00 +2.6599e+00 -7.2041e-01 -3.9876e+00 -3.1111e+00 +2.6227e+00 -2.8686e-01 -2.0548e+00 +1.9552e+00 +1.9390e+00
711439 +2.453315814e-02 +2.453315814e-02 +3.794533158e+00 +3.770000000e+00 +2.9427e+00 -2.0401e+00 -3.1615e+00 +2.8083e+00 -3.4128e+00 +3.0628e+00 +2.0947e+00 +1.3899e+00 -3.7089e+00 -6.1727e-01 +2.6223e+00 +2.6575e+00 -7.2378e-01 -3.9848e+00 -3.1095e+00 +2.6183e+00 -2.8686e-01 -2.0570e+00 +1.9559e+00 +1.9378e+00
812687 +1.574905298e-02 +1.574905298e-02 +3.785749053e+00 +3.770000000e+00 +2.9426e+00 -2.0399e+00 -3.1647e+00 +2.8056e+00 -3.4114e+00 +3.0643e+00 +2.0958e+00 +1.3941e+00 -3.7101e+00 -6.1869e-01 +2.6233e+00 +2.6588e+00 -7.2305e-01 -3.9876e+00 -3.1111e+00 +2.6204e+00 -2.8686e-01 -2.0561e+00 +1.9530e+00 +1.9378e+00
986295 +9.135441435e-03 +9.135441435e-03 +3.779135441e+00 +3.770000000e+00 +2.9443e+00 -2.0399e+00 -3.1647e+00 +2.8056e+00 -3.4114e+00 +3.0643e+00 +2.0958e+00 +1.3941e+00 -3.7077e+00 -6.1693e-01 +2.6235e+00 +2.6594e+00 -7.2305e-01 -3.9876e+00 -3.1111e+00 +2.6195e+00 -2.8686e-01 -2.0570e+00 +1.9554e+00 +1.9392e+00
1096068 +5.905560284e-03 +5.905560284e-03 +3.775905560e+00 +3.770000000e+00 +2.9433e+00 -2.0399e+00 -3.1647e+00 +2.8056e+00 -3.4114e+00 +3.0643e+00 +2.0958e+00 +1.3941e+00 -3.7077e+00 -6.1765e-01 +2.6223e+00 +2.6588e+00 -7.2190e-01 -3.9876e+00 -3.1111e+00 +2.6195e+00 -2.8686e-01 -2.0570e+00 +1.9554e+00 +1.9392e+00
1182492 +3.503077158e-03 +3.503077158e-03 +3.773503077e+00 +3.770000000e+00 +2.9409e+00 -2.0397e+00 -3.1647e+00 +2.8056e+00 -3.4114e+00 +3.0643e+00 +2.0947e+00 +1.3923e+00 -3.7089e+00 -6.1874e-01 +2.6223e+00 +2.6575e+00 -7.2199e-01 -3.9858e+00 -3.1111e+00 +2.6195e+00 -2.8686e-01 -2.0569e+00 +1.9552e+00 +1.9390e+00
% function evaluation | noise-free fitness - Fopt (3.770000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.865451923e+03 +1.865451923e+03 +1.903151923e+03 +3.770000000e+01 -3.4841e+00 +2.5155e+00 -3.5012e+00 -4.0491e+00 +2.7660e-01 -1.3753e+00 +3.7260e+00 +4.2827e-01 +7.5553e-01 +2.0382e+00 +4.9261e+00 +1.4011e+00 -9.7427e-02 -9.8459e-01 -4.3528e+00 +4.6820e+00 +1.1050e+00 -2.4098e+00 -4.8307e+00 +5.8102e-01
121 +5.825635414e+02 +5.825635414e+02 +6.202635414e+02 +3.770000000e+01 -2.3180e+00 -2.6202e+00 +3.2604e+00 -1.3578e+00 +7.5276e-01 -3.2403e+00 +4.4332e+00 +9.4611e-01 +4.9072e+00 -3.4426e+00 +7.8270e-01 -2.7085e+00 +3.3895e+00 +1.7584e+00 +1.0669e+00 +1.3066e+00 -2.6500e+00 -2.1673e+00 +7.9066e-01 +9.7124e-01
1111 +3.661075422e+02 +3.661075422e+02 +4.038075422e+02 +3.770000000e+01 -2.0017e+00 -3.0158e+00 -2.1834e+00 +2.7894e-01 +7.1722e-02 +3.5239e+00 +2.8152e+00 -3.5253e+00 +3.0770e+00 +1.7360e+00 +4.9897e-01 -2.7085e+00 +3.7427e+00 +1.1197e+00 +1.0669e+00 +3.4290e-01 -2.6500e+00 -2.1673e+00 +1.2242e+00 +9.7124e-01
1710 +2.492359891e+02 +2.492359891e+02 +2.869359891e+02 +3.770000000e+01 -2.0017e+00 -3.4697e+00 -8.3579e-01 -2.1664e+00 -3.4565e-01 +2.2342e+00 +2.8152e+00 -4.0828e+00 +3.0770e+00 +1.7360e+00 -1.5408e-01 -3.1218e+00 +2.4270e+00 +1.7530e+00 +2.3587e+00 -2.6549e-02 -2.6500e+00 -1.8481e+00 +4.5752e+00 +9.0176e-01
3639 +1.562595186e+02 +1.562595186e+02 +1.939595186e+02 +3.770000000e+01 +1.1361e+00 -2.2861e+00 -8.3579e-01 -2.6748e+00 +1.1534e-01 +2.2342e+00 +2.8152e+00 -3.7810e+00 +2.8458e+00 -1.2330e-01 -1.5408e-01 -3.1218e+00 +2.4270e+00 +1.7530e+00 +1.0669e+00 +1.3771e+00 -2.6085e+00 -1.3118e+00 +4.5328e+00 +9.0176e-01
5078 +9.687965388e+01 +9.687965388e+01 +1.345796539e+02 +3.770000000e+01 +1.1361e+00 -2.2861e+00 -8.3579e-01 -2.6748e+00 -7.8984e-02 +3.1328e+00 +2.8152e+00 -3.3100e+00 +3.3181e+00 +1.2080e+00 -1.5408e-01 -3.1218e+00 +2.4270e+00 +5.7801e-01 +1.0669e+00 +1.3771e+00 -2.4238e+00 -1.3127e+00 +4.4883e+00 +9.0176e-01
49562 +5.782423480e+01 +5.782423480e+01 +9.552423480e+01 +3.770000000e+01 +3.0499e+00 -2.3602e+00 -4.1159e+00 -2.6676e+00 +3.2599e+00 +2.3347e+00 +3.4052e+00 -2.5933e+00 +3.8218e+00 -4.6155e-03 +8.5636e-01 -2.6510e+00 +1.0223e+00 +6.5819e-01 +1.7878e+00 +5.6516e-01 -2.1060e+00 -7.7899e-01 +2.9833e+00 +8.6064e-01
51964 +3.944541712e+01 +3.944541712e+01 +7.714541712e+01 +3.770000000e+01 +3.0499e+00 -2.4479e+00 -2.6379e+00 -2.6676e+00 +3.2599e+00 +2.3347e+00 +3.4052e+00 -2.5933e+00 +3.2865e+00 -6.7676e-02 +8.5636e-01 -2.6510e+00 +1.0223e+00 +6.5819e-01 +1.7878e+00 +5.3489e-01 -2.4417e+00 -1.1760e+00 +3.6893e+00 +8.2475e-01
93564 +2.208208287e+01 +2.208208287e+01 +5.978208287e+01 +3.770000000e+01 +1.1361e+00 -2.3988e+00 -3.5031e+00 -2.6748e+00 +2.3127e+00 +3.1905e+00 +4.1108e+00 -2.6822e+00 +4.5086e+00 -6.5131e-01 -2.3483e-01 -2.6438e+00 +1.5543e+00 +5.7801e-01 +1.8259e+00 +1.3771e+00 -2.0200e+00 -1.2245e+00 +3.6347e+00 +8.9293e-01
99602 +1.578730948e+01 +1.578730948e+01 +5.348730948e+01 +3.770000000e+01 +1.1218e+00 -2.3009e+00 -2.6223e+00 -2.6676e+00 +3.2599e+00 +2.3347e+00 +3.4052e+00 -3.3395e+00 +3.2865e+00 -6.7676e-02 -1.8138e-01 -2.0573e+00 +1.0793e+00 +6.5819e-01 +1.8665e+00 +1.0315e+00 -2.4417e+00 -8.1860e-01 +3.6893e+00 +8.6064e-01
153154 +9.658047895e+00 +9.658047895e+00 +4.735804789e+01 +3.770000000e+01 +1.1218e+00 -2.3009e+00 -2.6154e+00 -2.6676e+00 +3.2599e+00 +3.1914e+00 +3.4052e+00 -3.3395e+00 +3.9245e+00 -6.5751e-01 -1.8138e-01 -2.0573e+00 +1.0793e+00 +1.1062e+00 +2.2179e+00 +1.0315e+00 -2.4417e+00 -8.1860e-01 +3.6893e+00 +8.6064e-01
167541 +5.640688086e+00 +5.640688086e+00 +4.334068809e+01 +3.770000000e+01 +1.1196e+00 -2.3009e+00 -2.6223e+00 -3.5508e+00 +2.3243e+00 +3.1427e+00 +3.4052e+00 -3.3100e+00 +3.9035e+00 -6.7676e-02 -1.8138e-01 -2.0810e+00 +5.6735e-01 +6.0990e-01 +2.2759e+00 +1.3913e+00 -2.4417e+00 -1.2000e+00 +3.6748e+00 +8.6064e-01
206738 +3.557952374e+00 +3.557952374e+00 +4.125795237e+01 +3.770000000e+01 +1.1196e+00 -2.3009e+00 -2.6223e+00 -3.5508e+00 +2.3536e+00 +3.1427e+00 +3.4052e+00 -3.3100e+00 +3.9035e+00 -6.7676e-02 -1.8138e-01 -2.0810e+00 +1.0695e+00 +6.0990e-01 +2.2759e+00 +1.3940e+00 -2.4417e+00 -1.2000e+00 +3.6748e+00 +8.6064e-01
208514 +2.431824811e+00 +2.431824811e+00 +4.013182481e+01 +3.770000000e+01 +1.1196e+00 -2.3009e+00 -2.6223e+00 -3.5508e+00 +2.3536e+00 +3.1427e+00 +3.4052e+00 -3.3100e+00 +3.9035e+00 -6.3660e-01 -1.8138e-01 -2.0810e+00 +1.0695e+00 +6.0990e-01 +2.2759e+00 +1.3940e+00 -2.4417e+00 -1.2000e+00 +3.6748e+00 +8.6064e-01
258937 +1.445710352e+00 +1.445710352e+00 +3.914571035e+01 +3.770000000e+01 +1.1196e+00 -2.3445e+00 -2.6223e+00 -3.5508e+00 +2.3536e+00 +3.1427e+00 +3.4052e+00 -3.3100e+00 +3.9035e+00 -6.3660e-01 -1.8138e-01 -2.0810e+00 +1.0695e+00 +6.0990e-01 +2.2577e+00 +1.3940e+00 -2.4417e+00 -1.2000e+00 +3.6748e+00 +8.6064e-01
260352 +9.965564898e-01 +9.965564898e-01 +3.869655649e+01 +3.770000000e+01 +1.1196e+00 -2.3300e+00 -2.6223e+00 -3.5508e+00 +2.3536e+00 +3.1664e+00 +3.4052e+00 -3.3100e+00 +3.9035e+00 -6.3660e-01 -1.8138e-01 -2.0810e+00 +1.0695e+00 +6.0990e-01 +2.2577e+00 +1.3940e+00 -2.4417e+00 -1.2099e+00 +3.6748e+00 +8.6064e-01
262901 +6.158230204e-01 +6.158230204e-01 +3.831582302e+01 +3.770000000e+01 +1.1196e+00 -2.3445e+00 -2.6223e+00 -3.5508e+00 +2.3536e+00 +3.1664e+00 +3.4052e+00 -3.3100e+00 +3.9035e+00 -6.3660e-01 -1.8138e-01 -2.0810e+00 +1.0695e+00 +6.0990e-01 +2.2528e+00 +1.4067e+00 -2.4417e+00 -1.2099e+00 +3.6748e+00 +8.6064e-01
352206 +3.330779825e-01 +3.330779825e-01 +3.803307798e+01 +3.770000000e+01 +1.0992e+00 -2.3337e+00 -2.6135e+00 -3.5574e+00 +2.3812e+00 +3.1689e+00 +3.4052e+00 -3.3100e+00 +3.9035e+00 -6.3879e-01 -1.7475e-01 -2.0810e+00 +1.0818e+00 +6.0990e-01 +2.2526e+00 +1.4155e+00 -2.4546e+00 -1.2133e+00 +3.6688e+00 +8.5462e-01
353271 +2.226920472e-01 +2.226920472e-01 +3.792269205e+01 +3.770000000e+01 +1.0992e+00 -2.3337e+00 -2.6135e+00 -3.5574e+00 +2.3812e+00 +3.1689e+00 +3.4052e+00 -3.3100e+00 +3.9035e+00 -6.3879e-01 -1.8905e-01 -2.0810e+00 +1.0818e+00 +6.0990e-01 +2.2469e+00 +1.4155e+00 -2.4546e+00 -1.2133e+00 +3.6688e+00 +8.5462e-01
374855 +1.443954885e-01 +1.443954885e-01 +3.784439549e+01 +3.770000000e+01 +1.1218e+00 -2.3378e+00 -2.6135e+00 -3.5574e+00 +2.3656e+00 +3.1689e+00 +3.4052e+00 -3.3100e+00 +3.9035e+00 -6.3879e-01 -1.8905e-01 -2.0810e+00 +1.0818e+00 +6.0990e-01 +2.2469e+00 +1.4060e+00 -2.4546e+00 -1.2133e+00 +3.6698e+00 +8.5462e-01
413302 +9.828849179e-02 +9.828849179e-02 +3.779828849e+01 +3.770000000e+01 +1.1218e+00 -2.3378e+00 -2.6135e+00 -3.5479e+00 +2.3656e+00 +3.1689e+00 +3.4052e+00 -3.3100e+00 +3.9035e+00 -6.3879e-01 -1.8905e-01 -2.0810e+00 +1.0757e+00 +6.0990e-01 +2.2469e+00 +1.4060e+00 -2.4546e+00 -1.2133e+00 +3.6688e+00 +8.6064e-01
521162 +5.964180332e-02 +5.964180332e-02 +3.775964180e+01 +3.770000000e+01 +1.1218e+00 -2.3445e+00 -2.6135e+00 -3.5508e+00 +2.3689e+00 +3.1689e+00 +3.4052e+00 -3.3197e+00 +3.9035e+00 -6.3660e-01 -1.8787e-01 -2.0822e+00 +1.0760e+00 +6.0898e-01 +2.2469e+00 +1.4060e+00 -2.4546e+00 -1.2133e+00 +3.6688e+00 +8.6064e-01
574809 +3.962698249e-02 +3.962698249e-02 +3.773962698e+01 +3.770000000e+01 +1.1127e+00 -2.3477e+00 -2.6102e+00 -3.5508e+00 +2.3728e+00 +3.1707e+00 +3.4052e+00 -3.3128e+00 +3.9015e+00 -6.3660e-01 -1.8679e-01 -2.0810e+00 +1.0760e+00 +6.0990e-01 +2.2470e+00 +1.4082e+00 -2.4538e+00 -1.2133e+00 +3.6684e+00 +8.5723e-01
659392 +1.939434021e-02 +1.939434021e-02 +3.771939434e+01 +3.770000000e+01 +1.1127e+00 -2.3424e+00 -2.6089e+00 -3.5508e+00 +2.3728e+00 +3.1707e+00 +3.4052e+00 -3.3152e+00 +3.9038e+00 -6.3660e-01 -1.8679e-01 -2.0818e+00 +1.0760e+00 +6.0990e-01 +2.2470e+00 +1.4082e+00 -2.4538e+00 -1.2133e+00 +3.6684e+00 +8.5723e-01
719702 +1.386346577e-02 +1.386346577e-02 +3.771386347e+01 +3.770000000e+01 +1.1127e+00 -2.3414e+00 -2.6154e+00 -3.5502e+00 +2.3719e+00 +3.1664e+00 +3.4052e+00 -3.3184e+00 +3.9035e+00 -6.3660e-01 -1.8679e-01 -2.0810e+00 +1.0772e+00 +6.1137e-01 +2.2468e+00 +1.4082e+00 -2.4557e+00 -1.2133e+00 +3.6686e+00 +8.5816e-01
835525 +9.898875446e-03 +9.898875446e-03 +3.770989888e+01 +3.770000000e+01 +1.1140e+00 -2.3396e+00 -2.6136e+00 -3.5502e+00 +2.3719e+00 +3.1664e+00 +3.4052e+00 -3.3164e+00 +3.9035e+00 -6.3660e-01 -1.8679e-01 -2.0851e+00 +1.0772e+00 +6.1137e-01 +2.2468e+00 +1.4082e+00 -2.4557e+00 -1.2138e+00 +3.6684e+00 +8.5816e-01
966615 +4.546973067e-03 +4.546973067e-03 +3.770454697e+01 +3.770000000e+01 +1.1140e+00 -2.3396e+00 -2.6136e+00 -3.5502e+00 +2.3719e+00 +3.1692e+00 +3.4052e+00 -3.3184e+00 +3.9035e+00 -6.3660e-01 -1.8679e-01 -2.0822e+00 +1.0760e+00 +6.1137e-01 +2.2463e+00 +1.4082e+00 -2.4557e+00 -1.2138e+00 +3.6684e+00 +8.5816e-01
969463 +3.973538712e-03 +3.973538712e-03 +3.770397354e+01 +3.770000000e+01 +1.1139e+00 -2.3396e+00 -2.6136e+00 -3.5502e+00 +2.3719e+00 +3.1689e+00 +3.4052e+00 -3.3184e+00 +3.9035e+00 -6.3660e-01 -1.8679e-01 -2.0822e+00 +1.0760e+00 +6.1137e-01 +2.2463e+00 +1.4089e+00 -2.4557e+00 -1.2138e+00 +3.6684e+00 +8.5816e-01
% function evaluation | noise-free fitness - Fopt (6.956900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.980309746e+03 +5.980309746e+03 +6.675999746e+03 +6.956900000e+02 +4.1623e+00 -2.7249e+00 -2.6808e+00 -3.8695e+00 -1.0796e+00 -1.1904e+00 +3.8785e+00 +5.9167e-01 +4.8253e+00 +1.3490e+00 -1.9470e+00 +1.4658e+00 +1.2425e+00 +4.3164e-01 -1.9030e+00 -2.3537e+00 +3.1791e+00 -3.0202e+00 +4.1706e+00 -1.5356e+00
111 +6.267156273e+02 +6.267156273e+02 +1.322405627e+03 +6.956900000e+02 -1.0965e+00 -2.5277e+00 -3.3333e+00 +1.7459e+00 +4.1726e+00 -3.5915e+00 +2.1973e+00 +7.7834e-01 +1.1044e+00 -4.2709e+00 -2.5048e+00 -3.3903e+00 +1.9084e+00 -2.1130e+00 -3.8813e+00 -2.4568e+00 -2.2743e+00 +3.5941e+00 -3.5140e+00 -1.9279e+00
1524 +3.931117167e+02 +3.931117167e+02 +1.088801717e+03 +6.956900000e+02 -8.7976e-01 -2.3665e+00 -3.3333e+00 +1.5616e+00 +3.5981e+00 -3.5915e+00 +2.1973e+00 +7.7834e-01 +5.2712e-01 -4.2709e+00 -2.0458e+00 -3.3903e+00 +1.6304e+00 -2.1130e+00 -3.6822e-01 -2.6128e+00 +1.7930e+00 +1.2775e+00 -4.6262e+00 -2.0752e+00
3455 +2.395061883e+02 +2.395061883e+02 +9.351961883e+02 +6.956900000e+02 -1.2564e+00 -2.6311e+00 -3.3333e+00 +1.5616e+00 +1.9053e+00 -3.5915e+00 +2.2999e+00 +8.6598e-01 +1.1044e+00 +4.6282e-02 -4.8380e-02 -2.7798e+00 +1.9084e+00 -1.6999e+00 +6.6697e-02 -2.6128e+00 +2.2385e+00 +1.2775e+00 -4.6262e+00 -2.0752e+00
4914 +1.422846613e+02 +1.422846613e+02 +8.379746613e+02 +6.956900000e+02 -1.1294e+00 -3.0768e+00 -3.3333e+00 +2.0124e+00 +2.0345e+00 -3.8154e+00 +2.2999e+00 +8.6598e-01 +1.1044e+00 -1.9757e-01 +1.4289e+00 -3.3903e+00 +1.8260e+00 -2.2956e+00 -2.4071e+00 -1.1132e+00 +1.3977e+00 +1.0378e+00 -2.8880e+00 -2.9296e+00
35874 +9.850578137e+01 +9.850578137e+01 +7.941957814e+02 +6.956900000e+02 -4.3248e+00 -4.1106e+00 -4.2616e+00 +3.6238e+00 -6.4011e-01 -2.2595e+00 +3.0755e+00 -1.6521e+00 +9.1474e-01 -1.4481e+00 +9.4928e-01 -1.7490e+00 +4.6018e+00 +9.7093e-01 -1.1221e+00 -2.4029e+00 +1.4085e+00 +1.7958e+00 -4.3743e+00 -3.0490e+00
52176 +6.110772051e+01 +6.110772051e+01 +7.567977205e+02 +6.956900000e+02 -2.2962e+00 -5.2324e-01 -2.5187e+00 +2.1182e+00 +1.1546e+00 -3.7955e+00 +2.3266e+00 -9.5871e-01 +4.8563e-01 -1.4627e+00 +1.4006e+00 -1.7033e+00 +3.1683e+00 -4.9219e-01 -1.0927e+00 -1.0349e+00 +2.2093e+00 +1.0668e+00 -2.6457e+00 -2.2886e+00
83273 +3.785392810e+01 +3.785392810e+01 +7.335439281e+02 +6.956900000e+02 -4.2692e+00 -3.2399e+00 -1.5287e+00 +4.5394e+00 -5.4769e-01 -4.5546e+00 +3.7822e+00 -1.9280e-01 +4.4798e-01 -1.4627e+00 +8.9662e-01 -1.7033e+00 +3.1032e+00 -9.4927e-01 -1.0787e+00 -2.3331e+00 +2.2193e+00 +1.0849e+00 -3.5950e+00 -2.6479e+00
99507 +2.343622166e+01 +2.343622166e+01 +7.191262217e+02 +6.956900000e+02 -1.2564e+00 -3.2527e+00 -3.3333e+00 +2.6685e+00 +1.1395e+00 -3.8154e+00 +3.1000e+00 +9.6808e-01 +1.0311e+00 -1.9757e-01 +1.4476e+00 -1.7033e+00 +3.1683e+00 -5.2833e-01 -1.5642e+00 -1.4920e+00 +2.2093e+00 +1.4566e+00 -3.2437e+00 -2.6518e+00
146109 +1.573954067e+01 +1.573954067e+01 +7.114295407e+02 +6.956900000e+02 -3.3163e+00 -1.3430e+00 -3.3554e+00 +3.5545e+00 +1.0868e+00 -3.0537e+00 +3.0276e+00 +3.1965e-01 +1.0316e+00 -7.5617e-01 +1.4688e+00 -1.2355e+00 +3.6128e+00 +4.8052e-01 -1.5383e+00 -1.4852e+00 +2.1995e+00 +1.0875e+00 -3.6403e+00 -2.9339e+00
173435 +9.521711454e+00 +9.521711454e+00 +7.052117115e+02 +6.956900000e+02 -4.2692e+00 -3.2527e+00 -3.3628e+00 +2.7330e+00 +1.1621e+00 -3.8154e+00 +2.2999e+00 +1.0676e+00 +1.0311e+00 -7.7571e-01 +1.4476e+00 -1.2085e+00 +3.1683e+00 -1.2723e-02 -1.5642e+00 -1.4920e+00 +2.2093e+00 +1.4566e+00 -3.6330e+00 -2.6479e+00
195852 +6.182670623e+00 +6.182670623e+00 +7.018726706e+02 +6.956900000e+02 -3.3163e+00 -3.2527e+00 -3.3554e+00 +3.5545e+00 +1.1621e+00 -3.8158e+00 +3.0789e+00 +1.0059e+00 +1.0316e+00 -7.5617e-01 +1.4688e+00 -1.1770e+00 +3.6128e+00 +4.8052e-01 -1.5383e+00 -1.4852e+00 +2.2093e+00 +1.4374e+00 -3.6403e+00 -2.9339e+00
213680 +3.893453115e+00 +3.893453115e+00 +6.995834531e+02 +6.956900000e+02 -3.2456e+00 -3.3034e+00 -3.3793e+00 +3.6534e+00 +3.1511e-01 -3.8154e+00 +3.0492e+00 +1.0227e+00 +1.0061e+00 -7.7369e-01 +1.4972e+00 -1.1664e+00 +3.6241e+00 -1.4564e-02 -1.5309e+00 -1.5153e+00 +2.2127e+00 +1.4300e+00 -3.6398e+00 -2.6324e+00
215955 +2.415705439e+00 +2.415705439e+00 +6.981057054e+02 +6.956900000e+02 -3.2456e+00 -3.3034e+00 -3.3793e+00 +3.6230e+00 +3.1511e-01 -3.8154e+00 +3.0686e+00 +1.0227e+00 +1.0474e+00 -7.7369e-01 +1.4972e+00 -1.1664e+00 +3.6241e+00 -1.4564e-02 -1.5309e+00 -1.4964e+00 +2.2127e+00 +1.4300e+00 -3.6398e+00 -2.6324e+00
279578 +1.401710710e+00 +1.401710710e+00 +6.970917107e+02 +6.956900000e+02 -3.2844e+00 -3.3034e+00 -3.3793e+00 +3.6230e+00 +3.1511e-01 -3.8154e+00 +3.0686e+00 +1.0227e+00 +1.0474e+00 -7.7369e-01 +1.4972e+00 -1.2119e+00 +3.6241e+00 -7.7448e-03 -1.5309e+00 -1.4964e+00 +2.2127e+00 +1.4300e+00 -3.6398e+00 -2.6307e+00
280917 +9.992326908e-01 +9.992326908e-01 +6.966892327e+02 +6.956900000e+02 -3.2844e+00 -3.2851e+00 -3.3793e+00 +3.6230e+00 +3.1511e-01 -3.8221e+00 +3.0693e+00 +1.0227e+00 +1.0474e+00 -7.7369e-01 +1.4972e+00 -1.2119e+00 +3.6146e+00 -7.7448e-03 -1.5309e+00 -1.4964e+00 +2.2127e+00 +1.4300e+00 -3.6398e+00 -2.6324e+00
299938 +6.182898489e-01 +6.182898489e-01 +6.963082898e+02 +6.956900000e+02 -3.2802e+00 -3.2458e+00 -3.3651e+00 +3.6230e+00 +3.1511e-01 -3.8154e+00 +3.0686e+00 +1.0227e+00 +1.0474e+00 -7.7369e-01 +1.4754e+00 -1.1953e+00 +3.6241e+00 -1.4564e-02 -1.5309e+00 -1.4964e+00 +2.2127e+00 +1.4300e+00 -3.6398e+00 -2.6324e+00
342271 +3.874603956e-01 +3.874603956e-01 +6.960774604e+02 +6.956900000e+02 -3.2844e+00 -3.2419e+00 -3.3793e+00 +3.6230e+00 +2.8650e-01 -3.8154e+00 +3.0693e+00 +1.0227e+00 +1.0350e+00 -7.7369e-01 +1.4852e+00 -1.2119e+00 +3.6146e+00 -7.7448e-03 -1.5309e+00 -1.4964e+00 +2.2127e+00 +1.4300e+00 -3.6398e+00 -2.6324e+00
395686 +2.272303362e-01 +2.272303362e-01 +6.959172303e+02 +6.956900000e+02 -3.2844e+00 -3.2655e+00 -3.3793e+00 +3.6178e+00 +2.8650e-01 -3.8154e+00 +3.0792e+00 +1.0227e+00 +1.0350e+00 -7.7369e-01 +1.4780e+00 -1.2059e+00 +3.6146e+00 -7.7448e-03 -1.5309e+00 -1.4964e+00 +2.2127e+00 +1.4300e+00 -3.6398e+00 -2.6324e+00
545871 +1.517641700e-01 +1.517641700e-01 +6.958417642e+02 +6.956900000e+02 -3.2844e+00 -3.2574e+00 -3.3579e+00 +3.6141e+00 +2.8814e-01 -3.8197e+00 +3.0693e+00 +1.0312e+00 +1.0350e+00 -7.7369e-01 +1.4734e+00 -1.1984e+00 +3.6146e+00 -7.7448e-03 -1.5339e+00 -1.4964e+00 +2.2127e+00 +1.4261e+00 -3.6398e+00 -2.6324e+00
